Data_Centre_Name,Latitude,Longitude,Climate_Zone,Cooling_System_Type,Ambient_Temperature_C,Relative_Humidity_Pct,IT_Load_MW,Server_Utilisation_Pct,WUE_Litres_Per_kWh,Data_Source,Citation,Cooling_Type_Encoded,Climate_Zone_Encoded
Atlanta,33.7,-84.4,subtropical,evaporative,26.9,63.0,300,95,0.906,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Atlanta,33.7,-84.4,subtropical,evaporative,26.4,72.2,200,65,0.807,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Atlanta,33.7,-84.4,subtropical,chilled_water,23.5,72.7,100,85,0.825,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Atlanta,33.7,-84.4,subtropical,chilled_water,21.9,75.4,500,75,0.795,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Atlanta,33.7,-84.4,subtropical,chilled_water,26.5,70.4,50,95,0.881,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Atlanta,33.7,-84.4,subtropical,chilled_water,18.0,60.2,10,65,0.692,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Atlanta,33.7,-84.4,subtropical,liquid,21.9,76.7,10,55,0.249,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Atlanta,33.7,-84.4,subtropical,liquid,25.2,86.4,20,75,0.284,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Atlanta,33.7,-84.4,subtropical,liquid,25.3,89.7,100,40,0.251,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Atlanta,33.7,-84.4,subtropical,liquid,23.3,73.9,200,65,0.263,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Chicago,41.9,-87.6,continental,air_side,6.6,57.4,20,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Chicago,41.9,-87.6,continental,air_side,12.8,55.0,10,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Chicago,41.9,-87.6,continental,air_side,9.0,61.2,300,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Chicago,41.9,-87.6,continental,air_side,7.4,61.5,200,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Chicago,41.9,-87.6,continental,evaporative,12.6,58.9,50,65,0.112,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Chicago,41.9,-87.6,continental,evaporative,9.7,65.9,200,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Chicago,41.9,-87.6,continental,evaporative,11.6,53.5,10,95,0.088,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Chicago,41.9,-87.6,continental,evaporative,10.2,63.1,100,85,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Chicago,41.9,-87.6,continental,chilled_water,2.7,59.8,100,55,0.526,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Chicago,41.9,-87.6,continental,chilled_water,13.3,70.2,20,75,0.625,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Chicago,41.9,-87.6,continental,chilled_water,13.7,57.4,10,65,0.593,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Chicago,41.9,-87.6,continental,chilled_water,11.4,63.1,10,85,0.575,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Chicago,41.9,-87.6,continental,liquid,9.7,56.5,200,55,0.163,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Chicago,41.9,-87.6,continental,liquid,9.0,61.5,300,65,0.166,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Chicago,41.9,-87.6,continental,liquid,10.3,57.5,100,85,0.173,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Chicago,41.9,-87.6,continental,liquid,11.8,65.9,200,75,0.175,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Iowa,41.6,-91.5,continental,air_side,9.3,38.9,20,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Iowa,41.6,-91.5,continental,air_side,2.8,67.3,300,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Iowa,41.6,-91.5,continental,air_side,10.1,64.4,10,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Iowa,41.6,-91.5,continental,air_side,13.3,53.1,100,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Iowa,41.6,-91.5,continental,evaporative,9.4,54.5,200,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Iowa,41.6,-91.5,continental,evaporative,8.6,60.8,500,85,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Iowa,41.6,-91.5,continental,evaporative,12.9,75.4,100,65,0.065,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Iowa,41.6,-91.5,continental,evaporative,12.4,65.4,200,95,0.078,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Iowa,41.6,-91.5,continental,chilled_water,10.5,65.1,10,55,0.538,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Iowa,41.6,-91.5,continental,chilled_water,9.9,60.2,100,40,0.529,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Iowa,41.6,-91.5,continental,chilled_water,14.4,62.6,500,95,0.635,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Iowa,41.6,-91.5,continental,chilled_water,7.4,62.7,500,75,0.524,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Iowa,41.6,-91.5,continental,liquid,11.5,69.1,200,95,0.204,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Iowa,41.6,-91.5,continental,liquid,7.0,69.9,50,75,0.166,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Iowa,41.6,-91.5,continental,liquid,11.0,65.0,10,85,0.164,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Iowa,41.6,-91.5,continental,liquid,9.5,68.3,20,40,0.162,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Montreal,45.5,-73.6,continental,air_side,12.5,55.1,300,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Montreal,45.5,-73.6,continental,air_side,4.3,78.3,200,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Montreal,45.5,-73.6,continental,air_side,5.7,57.9,300,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Montreal,45.5,-73.6,continental,air_side,11.8,62.3,300,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Montreal,45.5,-73.6,continental,evaporative,8.7,47.1,100,85,0.021,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Montreal,45.5,-73.6,continental,evaporative,10.5,64.3,300,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Montreal,45.5,-73.6,continental,evaporative,11.3,60.2,200,95,0.029,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Montreal,45.5,-73.6,continental,evaporative,11.5,52.3,300,55,0.089,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Montreal,45.5,-73.6,continental,chilled_water,14.5,62.8,100,55,0.619,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Montreal,45.5,-73.6,continental,chilled_water,10.0,55.6,20,75,0.537,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Montreal,45.5,-73.6,continental,chilled_water,11.9,49.8,100,95,0.542,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Montreal,45.5,-73.6,continental,chilled_water,6.7,71.1,20,85,0.555,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Montreal,45.5,-73.6,continental,liquid,20.5,48.3,50,55,0.233,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Montreal,45.5,-73.6,continental,liquid,9.1,62.0,100,75,0.171,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Montreal,45.5,-73.6,continental,liquid,4.9,56.6,10,40,0.175,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Montreal,45.5,-73.6,continental,liquid,4.3,50.3,20,65,0.165,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Toronto,43.7,-79.4,continental,air_side,8.8,65.5,50,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Toronto,43.7,-79.4,continental,air_side,11.8,44.5,50,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Toronto,43.7,-79.4,continental,air_side,7.6,67.7,100,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Toronto,43.7,-79.4,continental,air_side,9.1,57.5,500,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,4
Toronto,43.7,-79.4,continental,evaporative,5.7,61.7,500,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Toronto,43.7,-79.4,continental,evaporative,6.9,60.7,500,85,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Toronto,43.7,-79.4,continental,evaporative,2.2,61.6,50,55,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Toronto,43.7,-79.4,continental,evaporative,11.2,67.2,200,65,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,4
Toronto,43.7,-79.4,continental,chilled_water,4.7,62.6,10,85,0.531,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Toronto,43.7,-79.4,continental,chilled_water,9.8,73.4,300,40,0.582,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Toronto,43.7,-79.4,continental,chilled_water,12.1,39.5,200,95,0.525,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Toronto,43.7,-79.4,continental,chilled_water,6.9,68.0,200,65,0.543,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,4
Toronto,43.7,-79.4,continental,liquid,6.7,74.5,500,65,0.187,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Toronto,43.7,-79.4,continental,liquid,14.2,69.6,300,40,0.182,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Toronto,43.7,-79.4,continental,liquid,8.2,57.0,50,55,0.145,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Toronto,43.7,-79.4,continental,liquid,8.6,71.7,300,85,0.159,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,4
Vancouver,49.3,-123.1,oceanic,air_side,5.8,76.1,20,95,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Vancouver,49.3,-123.1,oceanic,air_side,17.9,62.3,10,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Vancouver,49.3,-123.1,oceanic,air_side,11.5,66.5,10,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Vancouver,49.3,-123.1,oceanic,air_side,13.9,79.9,50,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,5
Vancouver,49.3,-123.1,oceanic,evaporative,10.4,74.5,500,75,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Vancouver,49.3,-123.1,oceanic,evaporative,7.7,78.5,200,85,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Vancouver,49.3,-123.1,oceanic,evaporative,8.9,90.0,100,40,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Vancouver,49.3,-123.1,oceanic,evaporative,12.5,78.6,20,95,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,5
Vancouver,49.3,-123.1,oceanic,chilled_water,11.8,72.4,100,85,0.605,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Vancouver,49.3,-123.1,oceanic,chilled_water,12.1,81.2,500,95,0.605,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Vancouver,49.3,-123.1,oceanic,chilled_water,11.9,89.7,50,65,0.599,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Vancouver,49.3,-123.1,oceanic,chilled_water,15.0,80.6,200,40,0.673,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,5
Vancouver,49.3,-123.1,oceanic,seawater,12.7,83.1,20,55,0.14,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,5
Vancouver,49.3,-123.1,oceanic,seawater,14.0,83.5,300,40,0.17,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,5
Vancouver,49.3,-123.1,oceanic,seawater,12.3,73.5,500,75,0.132,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,5
Vancouver,49.3,-123.1,oceanic,seawater,13.0,65.2,100,95,0.139,physics_simulation,Google Environmental Report 2024; LBNL-2001637 (2024),4,5
Vancouver,49.3,-123.1,oceanic,liquid,11.8,82.6,10,95,0.191,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Vancouver,49.3,-123.1,oceanic,liquid,7.2,89.5,20,65,0.187,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Vancouver,49.3,-123.1,oceanic,liquid,11.5,74.7,200,85,0.198,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Vancouver,49.3,-123.1,oceanic,liquid,13.6,72.1,500,55,0.179,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,5
Sao Paulo,-23.5,-46.6,tropical,air_side,27.9,79.9,20,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Sao Paulo,-23.5,-46.6,tropical,air_side,28.1,89.1,10,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Sao Paulo,-23.5,-46.6,tropical,air_side,28.3,70.4,10,40,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Sao Paulo,-23.5,-46.6,tropical,air_side,25.9,68.0,20,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,1
Sao Paulo,-23.5,-46.6,tropical,evaporative,24.4,84.8,50,40,0.649,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Sao Paulo,-23.5,-46.6,tropical,evaporative,26.1,94.0,50,65,0.693,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Sao Paulo,-23.5,-46.6,tropical,evaporative,32.1,89.6,300,95,1.048,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Sao Paulo,-23.5,-46.6,tropical,evaporative,22.0,88.6,10,85,0.5,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,1
Sao Paulo,-23.5,-46.6,tropical,chilled_water,27.4,84.2,20,95,0.949,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Sao Paulo,-23.5,-46.6,tropical,chilled_water,30.2,83.1,10,55,0.971,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Sao Paulo,-23.5,-46.6,tropical,chilled_water,23.4,86.1,200,85,0.859,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Sao Paulo,-23.5,-46.6,tropical,chilled_water,27.8,88.1,100,75,0.96,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,1
Sao Paulo,-23.5,-46.6,tropical,liquid,30.2,79.4,300,65,0.289,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Sao Paulo,-23.5,-46.6,tropical,liquid,28.9,96.0,50,85,0.315,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Sao Paulo,-23.5,-46.6,tropical,liquid,31.7,90.3,10,75,0.312,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Sao Paulo,-23.5,-46.6,tropical,liquid,24.6,84.9,200,55,0.27,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,1
Buenos Aires,-34.6,-58.4,temperate,air_side,13.8,59.3,20,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Buenos Aires,-34.6,-58.4,temperate,air_side,18.5,51.2,50,65,0.015,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Buenos Aires,-34.6,-58.4,temperate,air_side,15.2,68.6,500,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Buenos Aires,-34.6,-58.4,temperate,air_side,14.6,51.6,20,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Buenos Aires,-34.6,-58.4,temperate,evaporative,15.8,60.3,10,85,0.293,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Buenos Aires,-34.6,-58.4,temperate,evaporative,12.8,67.4,10,40,0.085,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Buenos Aires,-34.6,-58.4,temperate,evaporative,20.4,59.0,50,75,0.552,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Buenos Aires,-34.6,-58.4,temperate,evaporative,10.9,91.1,20,55,0.01,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Buenos Aires,-34.6,-58.4,temperate,chilled_water,12.6,50.8,500,40,0.55,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Buenos Aires,-34.6,-58.4,temperate,chilled_water,14.0,72.8,300,75,0.624,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Buenos Aires,-34.6,-58.4,temperate,chilled_water,10.2,71.5,300,55,0.552,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Buenos Aires,-34.6,-58.4,temperate,chilled_water,13.2,71.8,200,95,0.632,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Buenos Aires,-34.6,-58.4,temperate,liquid,13.7,71.2,100,55,0.175,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Buenos Aires,-34.6,-58.4,temperate,liquid,15.1,73.4,200,95,0.202,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Buenos Aires,-34.6,-58.4,temperate,liquid,12.5,69.6,10,40,0.193,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Buenos Aires,-34.6,-58.4,temperate,liquid,15.8,65.7,300,85,0.176,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Mexico City,19.4,-99.1,temperate,air_side,14.5,88.9,300,55,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Mexico City,19.4,-99.1,temperate,air_side,13.1,62.4,20,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Mexico City,19.4,-99.1,temperate,air_side,13.4,64.7,50,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Mexico City,19.4,-99.1,temperate,air_side,8.5,69.4,500,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,3
Mexico City,19.4,-99.1,temperate,evaporative,14.3,79.0,200,75,0.104,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Mexico City,19.4,-99.1,temperate,evaporative,15.3,74.0,20,55,0.202,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Mexico City,19.4,-99.1,temperate,evaporative,21.3,68.5,20,95,0.529,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Mexico City,19.4,-99.1,temperate,evaporative,12.3,68.6,500,65,0.064,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,3
Mexico City,19.4,-99.1,temperate,chilled_water,15.1,71.3,300,55,0.671,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Mexico City,19.4,-99.1,temperate,chilled_water,12.4,43.9,200,75,0.547,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Mexico City,19.4,-99.1,temperate,chilled_water,12.9,65.5,300,95,0.604,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Mexico City,19.4,-99.1,temperate,chilled_water,14.9,62.3,200,40,0.619,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,3
Mexico City,19.4,-99.1,temperate,liquid,13.6,66.4,20,95,0.161,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Mexico City,19.4,-99.1,temperate,liquid,14.8,73.2,10,75,0.208,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Mexico City,19.4,-99.1,temperate,liquid,21.9,56.1,50,85,0.241,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Mexico City,19.4,-99.1,temperate,liquid,17.0,67.8,100,65,0.216,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,3
Johannesburg,-26.2,28.0,subtropical,air_side,17.7,70.5,10,65,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Johannesburg,-26.2,28.0,subtropical,air_side,28.3,69.1,50,55,0.025,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Johannesburg,-26.2,28.0,subtropical,air_side,21.6,71.5,500,75,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Johannesburg,-26.2,28.0,subtropical,air_side,22.6,64.8,50,85,0.01,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,2
Johannesburg,-26.2,28.0,subtropical,evaporative,24.5,81.4,100,85,0.653,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Johannesburg,-26.2,28.0,subtropical,evaporative,25.1,69.6,200,55,0.757,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Johannesburg,-26.2,28.0,subtropical,evaporative,18.4,77.0,200,40,0.325,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Johannesburg,-26.2,28.0,subtropical,evaporative,20.4,64.9,50,65,0.528,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,2
Johannesburg,-26.2,28.0,subtropical,chilled_water,23.5,77.2,50,85,0.839,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Johannesburg,-26.2,28.0,subtropical,chilled_water,24.9,74.1,10,40,0.87,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Johannesburg,-26.2,28.0,subtropical,chilled_water,19.0,86.6,10,55,0.776,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Johannesburg,-26.2,28.0,subtropical,chilled_water,32.3,72.7,300,65,1.016,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,2
Johannesburg,-26.2,28.0,subtropical,liquid,21.8,76.2,100,75,0.244,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Johannesburg,-26.2,28.0,subtropical,liquid,23.6,68.1,200,55,0.233,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Johannesburg,-26.2,28.0,subtropical,liquid,29.1,80.6,500,85,0.286,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Johannesburg,-26.2,28.0,subtropical,liquid,26.8,65.7,300,95,0.271,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,2
Cairo,30.1,31.4,desert,air_side,33.2,15.2,50,40,0.089,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Cairo,30.1,31.4,desert,air_side,34.6,16.7,10,75,0.086,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Cairo,30.1,31.4,desert,air_side,33.5,33.2,50,55,0.054,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Cairo,30.1,31.4,desert,air_side,34.6,42.5,300,65,0.063,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
Cairo,30.1,31.4,desert,evaporative,26.7,22.6,100,95,1.085,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Cairo,30.1,31.4,desert,evaporative,33.5,33.4,20,75,1.395,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Cairo,30.1,31.4,desert,evaporative,33.0,24.8,100,55,1.412,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Cairo,30.1,31.4,desert,evaporative,34.1,16.9,100,40,1.474,physics_simulation,Equinix (2024); EESI (2024); LBNL-2001637 (2024),2,8
Cairo,30.1,31.4,desert,chilled_water,31.0,28.9,200,95,0.885,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Cairo,30.1,31.4,desert,chilled_water,32.2,22.2,20,75,0.916,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Cairo,30.1,31.4,desert,chilled_water,31.0,30.9,300,55,0.894,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Cairo,30.1,31.4,desert,chilled_water,32.9,29.7,50,65,0.938,physics_simulation,LBNL-2001637 (2024); Shehabi et al. 2024,3,8
Cairo,30.1,31.4,desert,liquid,33.8,33.3,500,55,0.257,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Cairo,30.1,31.4,desert,liquid,31.4,24.2,500,40,0.229,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Cairo,30.1,31.4,desert,liquid,31.1,33.8,10,85,0.235,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Cairo,30.1,31.4,desert,liquid,35.3,28.1,500,75,0.275,physics_simulation,LBNL-2001637 (2024); DOE FEMP Guide (2024),5,8
Abu Dhabi,24.5,54.4,desert,air_side,36.9,39.0,200,55,0.087,physics_simulation,Equinix (2024); DOE FEMP Guide (2024); LBNL-2001637 (2024),1,8
